glucose_freq,end_time,acc_x_mean,acc_x_std,acc_x_max,acc_x_min,acc_x_delta,acc_x_peak_freq,acc_y_mean,acc_y_std,acc_y_max,acc_y_min,acc_y_delta,acc_y_peak_freq,acc_z_mean,acc_z_std,acc_z_max,acc_z_min,acc_z_delta,acc_z_peak_freq,bvp_mean,bvp_std,bvp_max,bvp_min,bvp_delta,bvp_peak_freq,eda_mean,eda_std,eda_max,eda_min,eda_delta,eda_peak_freq,temp_mean,temp_std,temp_max,temp_min,temp_delta,temp_peak_freq,ibi_mean,ibi_std,ibi_max,ibi_min,ibi_delta,ibi_peak_freq,hr_mean,hr_std,hr_max,hr_min,hr_delta,hr_peak_freq,calorie_sum,total_carb_sum,sugar_sum,protein_sum
0,2020-07-16 11:43:24,0.8493486684805013,0.1385341912913675,0.9794706900816226,0.5612169181301014,0.0281968835023498,0.16666666666666666,0.5591756356262673,0.1742652626741262,0.8965839962564343,0.1474029012634534,-0.1340664482919981,0.3333333333333333,0.5237118687516021,0.2679698310713446,0.9928223532427582,0.143809279671879,-0.6882850551140733,0.16666666666666666,0.482087470300548,0.0578127922405231,0.6391486258841771,0.397778277203246,-0.0081783120530231,0.16666666666666666,0.0515359784677482,0.0314318248236118,0.1379405729809249,0.0165999869877977,-0.0933690657435946,0.16666666666666666,0.6523838882038636,0.0771891543778755,0.7694204685573367,0.5462392108508016,-0.223181257706535,0.16666666666666666,0.42295538438689,0.1356914143691356,0.622640712033742,0.1509425076947413,0.0,0.16666666666666666,0.26978729359082,0.1098689576056426,0.4583543240973972,0.1145256087321578,-0.0293031066330814,0.16666666666666666,0.0,0.0,0.0,0.0
0,2020-07-16 11:48:24,0.8596545469535823,0.1418124702899412,0.9794706900816226,0.5612169181301014,0.220628246351719,0.3333333333333333,0.5432264857276555,0.1775247071278313,0.8965839962564343,0.1474029012634534,0.2751520823584464,0.3333333333333333,0.5053832350679313,0.2520058720781115,0.9928223532427582,0.143809279671879,-0.0902332735196104,0.16666666666666666,0.4823259487117545,0.0577743077911746,0.6391486258841771,0.397778277203246,-0.1640602762537876,0.16666666666666666,0.0437094774120712,0.0157341660762203,0.0773153683794742,0.0165999869877977,-0.0332928080666738,0.16666666666666666,0.6315248664200577,0.076504554494014,0.7657213316892726,0.5191122071516646,-0.2466091245376079,0.16666666666666666,0.4216267379147262,0.1350457390580056,0.622640712033742,0.1509425076947413,0.0406598336560332,0.16666666666666666,0.2637069689336691,0.1152254446314193,0.4583543240973972,0.1145256087321578,-0.2031066330814442,0.16666666666666666,0.0,0.0,0.0,0.0
0,2020-07-16 11:53:24,0.8524610437793719,0.1505435214681844,0.9794706900816226,0.5612169181301014,-0.3094236952757851,0.16666666666666666,0.5510060832943379,0.1597582843593258,0.8965839962564343,0.2407580720636406,-0.3095460926532521,0.16666666666666666,0.4665897633085534,0.2547389965952051,0.9928223532427582,0.143809279671879,-0.0671622660856191,0.16666666666666666,0.4686744519286761,0.0300541913596065,0.5047255109774323,0.397778277203246,-0.0151222786606003,0.16666666666666666,0.0408161482401281,0.0116565735603428,0.0575545648871294,0.0165999869877977,-0.0002424144132683,0.16666666666666666,0.6101520756267983,0.0712510545853388,0.7385943279901357,0.5092478421701603,-0.2293464858199754,0.16666666666666666,0.4106204505051221,0.1392652302789225,0.622640712033742,0.1509425076947413,0.0754718575932514,0.16666666666666666,0.2608242373355723,0.1134951137918399,0.4583543240973972,0.1145256087321578,-0.1504617968094038,0.16666666666666666,0.0,0.0,0.0,0.0
0,2020-07-16 11:58:25,0.8401558248825131,0.1469751464058428,0.9794706900816226,0.5612169181301014,-0.1432104872619343,0.16666666666666666,0.5356028700670723,0.1685034318322852,0.8965839962564343,0.2407580720636406,-0.2788956481048198,0.16666666666666666,0.5095061095445612,0.2679026193109182,0.9928223532427582,0.143809279671879,0.450653678543963,0.16666666666666666,0.4672540594957641,0.0293252829755956,0.5047255109774323,0.397778277203246,-0.0313172770245418,0.16666666666666666,0.0394347232474021,0.0123564692982041,0.0575545648871294,0.0165999869877977,-0.0196509969635623,0.16666666666666666,0.5898068228524457,0.0658965769318679,0.6966707768187423,0.4944512946979039,-0.2022194821208384,0.16666666666666666,0.4279160593808305,0.1266226038110635,0.622640712033742,0.1509425076947413,-0.0188682662712534,0.16666666666666666,0.2469213546039742,0.0959626564662106,0.3979848866498741,0.1145256087321578,-0.0696893366918555,0.16666666666666666,0.0,0.0,0.0,0.0
0,2020-07-16 12:03:25,0.8404650012367055,0.1472428836577354,0.9794706900816226,0.5612169181301014,0.3977244620331437,0.3333333333333333,0.5153642177507408,0.1688377702553944,0.8965839962564343,0.2407580720636406,-0.1228357510528779,0.3333333333333333,0.5233914380927968,0.2642150598732627,0.9928223532427582,0.143809279671879,-0.4578313253012048,0.3333333333333333,0.4603158063045425,0.0295025662665816,0.4874053202343054,0.397778277203246,1.9801009752962173e-06,0.16666666666666666,0.0374952436457721,0.0130542429466341,0.0575545648871294,0.0165999869877977,-0.0349165903264134,0.16666666666666666,0.5735717221537198,0.0609914892541685,0.6732429099876697,0.4944512946979039,-0.1713933415536376,0.16666666666666666,0.429488414903435,0.1270764369110423,0.622640712033742,0.1509425076947413,0.3207556966442596,0.16666666666666666,0.2340330254687937,0.0893776835494395,0.3979848866498741,0.1145256087321578,-0.1475230898404702,0.16666666666666666,0.0,0.0,0.0,0.0
0,2020-07-16 12:08:24,0.7936969247258636,0.276444968267583,0.9794706900816226,0.0,-0.7346030175612169,0.3333333333333333,0.517957416939635,0.1692265766016946,0.8965839962564343,0.2407580720636406,-0.0694899391670565,0.16666666666666666,0.485965137144322,0.2197403773751253,0.8210715201230454,0.143809279671879,-0.2773647782619841,0.3333333333333333,0.464872967446975,0.0270798710542274,0.4874053202343054,0.397778277203246,0.0783721490877428,0.16666666666666666,0.0357565331241551,0.0114277988938002,0.0518399965437945,0.0165999869877977,-0.0151499579160693,0.16666666666666666,0.557953144266338,0.0570154070548663,0.653514180024661,0.4858199753390876,-0.1676942046855734,0.16666666666666666,0.4672243437000607,0.1015033125373595,0.622640712033742,0.2830179566099911,0.3207556966442595,0.16666666666666666,0.2217324377273999,0.0811323285213201,0.3979848866498741,0.1145256087321578,-0.1915197313182199,0.16666666666666666,0.0,0.0,0.0,0.0
0,2020-07-16 12:13:24,0.8130925880122022,0.2800632013475806,0.9794706900816226,0.0,0.0187979223348998,0.3333333333333333,0.5187958196849165,0.1698286462484111,0.8965839962564343,0.2407580720636406,-0.0397753860552176,0.16666666666666666,0.4530248654191233,0.1929315466504102,0.8190207639066905,0.143809279671879,-0.1576518841322738,0.5,0.4721884298739815,0.0174531473470668,0.4874053202343054,0.4214664726827745,0.0004286918611414,0.3333333333333333,0.03310346823764,0.0110435689571628,0.0449008411042953,0.0165999869877977,-0.0143813979339743,0.16666666666666666,0.5425400739827375,0.0537394971560397,0.62268803945746,0.468557336621455,-0.154130702836005,0.16666666666666666,0.4829476976774782,0.0833685590818787,0.622640712033742,0.3018862228812444,0.0377365325425068,0.16666666666666666,0.2001469353484467,0.0622329456898142,0.3078925272879933,0.1145256087321578,-0.0963056255247691,0.16666666666666666,0.0,0.0,0.0,0.0
0,2020-07-16 12:18:25,0.8131131997691484,0.280074086009761,0.9794706900816226,0.0,-0.0079149146673261,0.3333333333333333,0.5056933395726095,0.1626123561903655,0.8965839962564343,0.2407580720636406,-0.0818905007019186,0.16666666666666666,0.4281808083397418,0.1938043330532083,0.8190207639066905,0.143809279671879,-0.0440912586516277,0.5,0.4714223989352338,0.0170298457091379,0.4874053202343054,0.4214664726827745,-0.0055764593715457,0.16666666666666666,0.0314658851573431,0.0122296006575687,0.0449008411042953,0.0147336188760251,-0.0064772136880482,0.16666666666666666,0.5301068639539664,0.0506830932176333,0.620221948212084,0.468557336621455,-0.1467324290998767,0.16666666666666666,0.492381629564478,0.0837258624491859,0.622640712033742,0.3018862228812444,0.0754706501014896,0.3333333333333333,0.195794850265883,0.0613740176831115,0.3078925272879933,0.1145256087321578,-0.0381192275398825,0.16666666666666666,0.0,0.0,0.0,0.0
0,2020-07-16 12:23:26,0.815730892901311,0.2816804582719837,0.9881276279990108,0.0,0.0150878060845908,0.3333333333333333,0.4952425518639836,0.160049542248074,0.8965839962564343,0.2407580720636406,0.0002339728591483,0.16666666666666666,0.4368110740835682,0.1912954218557965,0.8190207639066905,0.143809279671879,-0.1304793642655729,0.3333333333333333,0.4762962524773952,0.0261235000918068,0.5400054650786917,0.4214664726827745,0.0526001448443863,0.3333333333333333,0.0309993074159637,0.0127520581919349,0.0449008411042953,0.0147336188760251,-0.0009880873202774,0.16666666666666666,0.5164406083025073,0.0460758863740483,0.593094944512947,0.4562268803945746,-0.1368680641183723,0.16666666666666666,0.4970985955079778,0.0840485127834775,0.622640712033742,0.3018862228812444,-0.0943389163727429,0.16666666666666666,0.1950321858382311,0.0610863702081885,0.3078925272879933,0.1145256087321578,0.0974811083123426,0.3333333333333333,0.0,0.0,0.0,0.0
0,2020-07-16 12:28:25,0.8128658586857945,0.2801054195603981,0.9881276279990108,0.0,-0.0408112787534009,0.3333333333333333,0.5148962720324441,0.1712641035103287,0.8965839962564343,0.2407580720636406,0.229293401965372,0.16666666666666666,0.4233743484576603,0.1872111511909459,0.8190207639066905,0.143809279671879,-0.0010253781081773,0.5,0.4751850239352956,0.0258905636068734,0.5400054650786917,0.4214664726827745,0.0052200411960007,0.3333333333333333,0.0319945880210762,0.0119680223353168,0.0449008411042953,0.0147336188760251,-0.0148205383297218,0.16666666666666666,0.5065762433210029,0.0405077993590936,0.588162762022195,0.4562268803945746,-0.1134401972872997,0.16666666666666666,0.5159665599062907,0.1284689805451239,0.8490562848134969,0.3018862228812444,0.3018874303730063,0.16666666666666666,0.1988664987405541,0.0568723860288851,0.3078925272879933,0.1290512174643157,0.0314861460957179,0.16666666666666666,0.0,0.0,0.0,0.0
